"word","count"
"hog",129
"name)",129
"bhindi",129
"olives",129
"nutella",129
"lemonade",129
"speaking",129
"wholesome",129
"flavourful",129
"commendable",129
"mouthwatering",129
"hey",128
"pop",128
"2014",128
"baos",128
"chain",128
"claim",128
"minus",128
"skins",128
"cooler",128
"listed",128
"listen",128
"basmati",128
"griffin",128
"highway",128
"humming",128
"melting",128
"basement",128
"category",128
"cucumber",128
"scrambled",128
"performance",128
"satisfaction",128
"coke",127
"saag",127
"(with",127
"craft",127
"hindi",127
"moong",127
"sofas",127
"oldest",127
"omelet",127
"spoilt",127
"taste:",127
"culture",127
"cheerful",127
"cravings",127
"festival",127
"phobidden",127
"samarkand",127
"economical",127
"tenderloin",127
"ji",126
"ws",126
"box",126
"turns",126
"chaats",126
"mother",126
"noodle",126
"anymore",126
"charming",126
"platters",126
"explained",126
"downstairs",126
"popularity",126
"cos",125
"vfm:",125
"well!",125
"follow",125
"hustle",125
"living",125
"rightly",125
"increase",125
"reception",125
"appreciated",125
"competition",125
"(for",124
"buzz",124
"tall",124
"gosht",124
"lacks",124
"passed",124
"varied",124
"regularly",124
"incredible",124
"moderately",124
"ya",123
"(they",123
"block",123
"agreed",123
"appeal",123
"manner",123
"privacy",123
"culinary",123
"directly",123
"amritsari",123
"non-vegetarians",123
"nt",122
"mug",122
"hall",122
"hits",122
"pack",122
"pink",122
"ride",122
"cater",122
"tikki",122
"mildly",122
"mysore",122
"price:",122
"rarely",122
"scores",122
"burning",122
"buzzing",122
"singing",122
"greenery",122
"smally's",122
"justified",122
"undercooked",122
"(we",121
"suit",121
"comfy",121
"cotta",121
"helps",121
"gelato",121
"layers",121
"sinful",121
"sister",121
"minimum",121
"mughlai",121
"obvious",121
"windows",121
"strictly",121
"led",120
"hair",120
"mock",120
"bowls",120
"décor",120
"grills",120
"billing",120
"okayish",120
"paprika",120
"streets",120
"behavior",120
"mamagoto",120
"eventually",120
"separately",120
"(or",119
"tag",119
"boca",119
"cross",119
"pricy",119
"sorts",119
"fusion",119
"kheema",119
"gourmet",119
"discount",119
"california",119
"steakhouse",119
"surprising",119
"bangalorean",119
"send",118
"doors",118
"kheer",118
"smart",118
"affair",118
"figure",118
"brigade",118
"correct",118
"history",118
"suppose",118
"specific",118
"specialty",118
"complained",118
"surrounding",118
"complementary",118
"4-5",117
"me!",117
"ten",117
"hats",117
"fixed",117
"judge",117
"effect",117
"loving",117
"cheers!",117
"heavily",117
"utterly",117
"realised",117
"behaviour",117
"forgotten",117
"increased",117
"altogether",117
"frequently",117
"jw",116
"omg",116
"1000",116
"all!",116
"dull",116
"kill",116
"posh",116
"eager",116
"plays",116
"scoop",116
"steep",116
"that!",116
"worry",116
"aspect",116
"fellow",116
"puppet",116
"random",116
"benches",116
"dinners",116
"galouti",116
"bringing",116
"jamaican",116
"indranagar",116
"caramelized",116
"complaining",116
"disappoints",116
"professional",116
"stock",115
"dipped",115
"minced",115
"concern",115
"passing",115
"skipped",115
"vintage",115
"bollywood",115
"knowledge",115
"assortment",115
"thr",114
"'the",114
"shut",114
"try:",114
"chaas",114
"click",114
"good)",114
"tadka",114
"hidden",114
"hotels",114
"lastly",114
"plants",114
"select",114
"knowing",114
"sampler",114
"attended",114
"chutneys",114
"attraction",114
"tastefully",114
"65",113
"der",113
"jnc",113
"12th",113
"it!!",113
"event",113
"shown",113
"stage",113
"colour",113
"hookah",113
"ignore",113
"sample",113
"travel",113
"indoors",113
"minimal",113
"western",113
"eateries",113
"promised",113
"freshness",113
"inclusive",113
"jayanagar",113
"mangalore",113
"ve",112
"pani",112
"score",112
"venue",112
"beware",112
"philly",112
"heading",112
"sundays",112
"tequila",112
"attracts",112
"fisherman's",112
"breathtaking",112
"sophisticated",112
"(if",111
"jain",111
"lava",111
"yum!",111
"methi",111
"palak",111
"again?",111
"glazed",111
"purely",111
"soaked",111
"placing",111
"ranging",111
"strange",111
"whiskey",111
"charging",111
"goodness",111
"hygienic",111
"koramangla",111
"one's",110
"awsome",110
"bloody",110
"killer",110
"rupees",110
"package",110
"chillies",110
"continue",110
"girlfriend",110
"lemongrass",110
"bangaloreans",110
"(in",109
"dbc",109
"alot",109
"chic",109
"parts",109
"stayed",109
"suited",109
"warmth",109
"raining",109
"youngsters",109
"entertainment",109
"(it",108
"300",108
"lol",108
"fuss",108
"jerk",108
"tgif",108
"badly",108
"achari",108
"bustle",108
"dimsum",108
"extent",108
"jamoon",108
"choosing",108
"insisted",108
"reaching",108
"quesadilla",108
"authenticity",108
"tai",107
"clue",107
"diet",107
"began",107
"plans",107
"bhetki",107
"cousin",107
"crunch",107
"rabbit",107
"toffee",107
"cheaper",107
"capsicum",107
"hardcore",107
"perfect!",107
"question",107
"vicinity",107
"dig",106
"ball",106
"east",106
"b'day",106
"flies",106
"greek",106
"melon",106
"prime",106
"good ",106
"money!",106
"ruined",106
"thrown",106
"inspite",106
"ketchup",106
"parantha",106
"shopping",106
"accompanying",106
"bed",105
"go!",105
"dried",105
"fills",105
"tower",105
"season",105
"attempt",105
"cousins",105
"children",105
"coleslaw",105
"consisted",105
"additional",105
"bartenders",105
"mozzarella",105
"650",104
"joy",104
"blown",104
"calls",104
"faces",104
"sabzi",104
"approx",104
"caesar",104
"cutlet",104
"arrives",104
"journey",104
"sipping",104
"unusual",104
"cilantro",104
"comments",104
"frittata",104
"finishing",104
"mom",103
"plum",103
"greasy",103
"bottled",103
"initial",103
"machine",103
"chilling",103
"daughter",103
"homemade",103
"suddenly",103
"paranthas",103
"05",102
"fix",102
"tao",102
"eats",102
"jack",102
"hopes",102
"manna",102
"suits",102
"couches",102
"goodthe",102
"peanuts",102
"locality",102
"repeated",102
"rosemary",102
"would've",102
"colleague",102
"mayonnaise",102
"inr",101
"risk",101
"semi",101
"ways",101
"health",101
"slowly",101
"coupled",101
"diluted",101
"managers",101
"that’s",101
"appetisers",101
"surrounded",101
"temperature",101
"tom",100
"sums",100
"brick",100
"eater",100
"more!",100
"opens",100
"state",100
"colors",100
"decker",100
"buttery",100
"cricket",100
"trouble",100
"dedicated",100
"potential",100
"600",99
"dey",99
"dog",99
"buns",99
"blame",99
"bound",99
"sheek",99
"jamuns",99
"nonveg",99
"crusted",99
"matters",99
"guacamole",99
"impossible",99
"hrs",98
"tht",98
"dear",98
"rose",98
"cubes",98
"meats",98
"rocks",98
" and",98
"chosen",98
"forest",98
"houses",98
"london",98
"avoided",98
"pointed",98
"visitor",98
"district",98
"fritters",98
"interest",98
"mainland",98
"bakehouse",98
"acceptable",98
"brilliant!",98
"200",97
"ipl",97
"mad",97
"pls",97
"bone",97
"char",97
"draw",97
"page",97
"burst",97
"faced",97
"photo",97
"boasts",97
"diners",97
"excuse",97
"rounds",97
"brother",97
"poppers",97
"toasted",97
"brownies",97
"kingfisher",97
"fab",96
"ran",96
"day!",96
"out!",96
"pace",96
"taco",96
"handed",96
"crostini",96
"jaljeera",96
"stewards",96
"confusing",96
"depending",96
"activities",96
"buttermilk",96
"definately",96
"discovered",96
"cheesecakes",96
"won",95
"you!",95
"death",95
"learn",95
"newly",95
"views",95
"piping",95
"proved",95
"recall",95
"mojitos",95
"palette",95
"pouring",95
"putting",95
"stunning",95
"biriyanis",95
"hospitable",95
"maincourse",95
"overcooked",95
"bel",94
"tat",94
"tym",94
"wer",94
"it ",94
"keen",94
"west",94
"fails",94
"i’m",94
"speed",94
"fennys",94
"fruity",94
"attract",94
"realise",94
"babycorn",94
"roadside",94
"yummiest",94
"decoration",94
"feta",93
"wind",93
"bands",93
"bliss",93
"gajar",93
"menu!",93
"mocha",93
"upset",93
"advise",93
"powder",93
"recipe",93
"silver",93
"talked",93
"chingri",93
"churros",93
"falafel",93
"flowing",93
"genuine",93
"process",93
"familiar",93
"friends!",93
"visitors",93
"wasn’t",93
"overwhelming",93
"38",92
"4)",92
"chow",92
"pain",92
"peas",92
"pull",92
"skin",92
"10-15",92
"grass",92
"soon!",92
"tiger",92
"amidst",92
"hazoor",92
"senses",92
"sliced",92
"(though",92
"belgian",92
"dinning",92
"mixture",92
"pickled",92
"rocking",92
"attached",92
"branches",92
"in-house",92
"asparagus",92
"location:",92
"task",91
"resto",91
"shahi",91
"tells",91
"signal",91
"spoons",91
"dandiya",91
"delayed",91
"spoiled",91
"adequate",91
"banoffee",91
"butterfly",91
"exclusive",91
"400",90
"body",90
"built",90
"chole",90
"gooey",90
"rajma",90
"shame",90
"bought",90
"coated",90
"events",90
"google",90
"salted",90
"sloppy",90
"tracks",90
"whisky",90
"braised",90
"british",90
"gnocchi",90
"replace",90
"ricotta",90
"tastier",90
"politely",90
"skeptical",90
"combinations",90
"gem",89
"tap",89
"tim",89
"crew",89
"wow!",89
"bajji",89
"note:",89
"vegan",89
"yummm",89
"pudina",89
"bananas",89
"lunches",89
"smokers",89
"staying",89
"suitable",89
"character",89
"confusion",89
"listening",89
"cappuccino",89
"considered",89
"disgusting",89
"remarkable",89
"comfortably",89
"recommended!",89
"1/5",88
"key",88
"bake",88
"bong",88
"one!",88
"basis",88
"dozen",88
"lines",88
"bierre",88
"stuffs",88
"curious",88
"moments",88
"organic",88
"pizza's",88
"shifted",88
"appeared",88
"banglore",88
"nostalgic",88
"men",87
"foot",87
"lead",87
"lucy",87
"mugs",87
"tuna",87
"back!",87
"kosha",87
"outer",87
"rasam",87
"spoke",87
"breath",87
"memory",87
"speaks",87
"behaved",87
"rubbery",87
"landmark",87
"painting",87
"quality:",87
"schezwan",87
"preference",87
"(especially",87
"btw",86
"grt",86
"veg)",86
"beer!",86
"lotus",86
"ultra",86
"sheekh",86
"wished",86
"airport",86
"complex",86
"divided",86
"longest",86
"tempted",86
"wearing",86
"whipped",86
"republic",86
"childhood",86
"providing",86
"celebrating",86
"joe",85
"buff",85
"(this",85
"cares",85
"daily",85
"catchy",85
"combos",85
"iconic",85
"wasted",85
"driving",85
"gesture",85
"khichdi",85
"sultans",85
"though!",85
"timings",85
"dumpling",85
"relished",85
"situation",85
"quesadillas",85
"malleshwaram",85
"5-6",84
"mid",84
"blew",84
"blow",84
"sofa",84
"soya",84
"york",84
"rasoi",84
"scope",84
"sesame",84
"stoner",84
"falling",84
"kickass",84
"shredded",84
"tortilla",84
"overcrowded",84
"accompaniment",84
"46",83
"??",83
"5th",83
"alu",83
"lose",83
"viet",83
"closer",83
"costed",83
"i’ve",83
"styled",83
"crafted",83
"pancake",83
"place ",83
"spirits",83
"chatting",83
"thoughts",83
"attending",83
"claytopia",83
"desserts!",83
"esplanade",83
"architecture",83
"avg",82
"ease",82
"hung",82
"mary",82
"best!",82
"ever!",82
"fault",82
"parsi",82
"shout",82
"town!",82
"dragon",82
"night!",82
"quiche",82
"triple",82
"chili's",82
"current",82
"highest",82
"monkeys",82
"combined",82
"mannered",82
"seasonal",82
"selected",82
"tasteful",82
"varities",82
"appetizing",82
"awesomeness",82
"(no",81
"mai",81
"chip",81
"albeit",81
"edible",81
"height",81
"meetha",81
"raving",81
"savour",81
"warned",81
"chennai",81
"cutlets",81
"justify",81
"popcorn",81
"session",81
"ambiance-",81
"irritating",81
"lip-smacking",81
"overpowering",81
"(my",80
"150",80
":p)",80
"mac",80
"pad",80
"wen",80
"31st",80
"clay",80
"jazz",80
"tone",80
"booth",80
"split",80
"stays",80
"tails",80
"remain",80
"singer",80
"parfait",80
"reduced",80
"wedding",80
"detailed",80
"dripping",80
"incident",80
"kapoor's",80
"exception",80
"blackberry",80
"convenient",80
"complimented",80
"consistently",80
"cons",79
"stew",79
" we",79
"boast",79
"brain",79
"giant",79
"hakka",79
"paste",79
"pinch",79
"saved",79
"pickle",79
"plated",79
"update",79
"instant",79
"promise",79
"changing",79
"deciding",79
"ratings:",79
"bhojohori",79
"happiness",79
"starters:",79
"incredibly",79
"repeatedly",79
"establishment",79
"knowledgeable",79
"800",78
"jst",78
" a",78
"chit",78
"pale",78
"owing",78
"sabji",78
"scale",78
"spoil",78
"fondue",78
"hassle",78
"latest",78
"messed",78
"museum",78
"raised",78
"treats",78
"kachori",78
"sharing",78
"delicacy",78
"junction",78
"enchiladas",78
"brilliantly",78
"wonderfully",78
"dissapointed",78
"con",77
"pre",77
"vat",77
"buck",77
"etc)",77
"sony",77
"earth",77
"hosts",77
"browns",77
"brulee",77
"demand",77
"member",77
"shaped",77
"descent",77
"jalebis",77
"skyline",77
"visible",77
"exterior",77
"ordered:",77
"accompany",77
"conscious",77
"jalapeño",77
"resturant",77
"sprinkled",77
"constantly",77
"excitement",77
"practically",77
"conveniently",77
"accompaniments",77
"alas",76
"boys",76
"desk",76
"pros",76
"donne",76
"falls",76
"lousy",76
"rains",76
"smoky",76
"solid",76
"afford",76
"faster",76
"kadhai",76
"stupid",76
"fajitas",76
"sounded",76
"calories",76
"military",76
"regulars",76
"shawarma",76
"confirmed",76
"energetic",76
"artificial",76
"ingredient",76
"cuz",75
"aura",75
"dream",75
"animal",75
"covers",75
"food ",75
"relief",75
"spaced",75
"struck",75
"cabbage",75
"crushed",75
"kulchas",75
"sweeter",75
"terrific",75
"residency",75
"tastebuds",75
"compliment",75
"everyone's",75
"availability",75
"microbreweries",75
"kf",74
"era",74
"(but",74
"chop",74
"shit",74
"sold",74
"wear",74
"dimly",74
"dress",74
"gujju",74
"notes",74
"steal",74
"poured",74
"praise",74
"taste!",74
"captain",74
"goodbut",74
"indians",74
"letdown",74
"shrimps",74
"constant",74
"inspired",74
"passable",74
"problems",74
"tamarind",74
"carefully",74
"caribbean",74
"returning",74
"pomegranate",74
"ho",73
"act",73
"dad",73
"feb",73
"sir",73
"15-20",73
"fight",73
"fired",73
"flour",73
"grape",73
"lamps",73
"yanki",73
"copper",73
"crepes",73
"raitha",73
"sudden",73
"depends",73
"meaning",73
"aromatic",73
"delicate",73
"elements",73
"struggle",73
"washroom",73
"afternoons",73
"ass",72
"win",72
"yes!",72
"crepe",72
"guide",72
"piano",72
"utter",72
"herbed",72
"panini",72
"refill",72
"samosa",72
"carried",72
"chopped",72
"spicier",72
"breakfasts",72
"alternative",72
"overlooking",72
"/5",71
"ah",71
"250",71
"tops",71
"holds",71
"namma",71
"nivas",71
"papdi",71
"peppy",71
"shift",71
"sure!",71
"this!",71
"train",71
"uncle",71
"facing",71
"throat",71
"unable",71
"control",71
"diverse",71
"license",71
"toritos",71
"watered",71
"adjacent",71
"typically",71
"department",71
"fulfilling",71
"cosmopolitan",71
"5)",70
"10%",70
"350",70
"kfc",70
"2012",70
"dead",70
"edge",70
"sooo",70
"handi",70
"lotta",70
"munch",70
"reply",70
"salan",70
"shops",70
"b'lore",70
"gandhi",70
"place""",70
"quotes",70
"tiffin",70
"window",70
"essence",70
"feature",70
"layered",70
"spotted",70
"could've",70
"creating",70
"presence",70
"zucchini",70
"advantage",70
"primarily",70
"tortillas",70
"treatment",70
"individual",70
"chateaubriand",70
":/",69
"(rs",69
"dnt",69
"hip",69
"5/10",69
"bear",69
"legs",69
"sick",69
"bones",69
"ghost",69
"power",69
"windy",69
"bamboo",69
"fajita",69
"global",69
"litchi",69
"mangaa",69
"reduce",69
"result",69
"spiked",69
"yogurt",69
"ambient",69
"course:",69
"desired",69
"infused",69
"wontons",69
"eggplant",69
"elevator",69
"starving",69
"remembered",69
"recommending",69
"700",68
":-p",68
"bag",68
"blr",68
"den",68
"din",68
"asks",68
"cars",68
"sake",68
"tons",68
"hills",68
"i’d",68
"metal",68
"shock",68
"talks",68
"mignon",68
"pakoda",68
"public",68
"sauce)",68
"secret",68
"tiring",68
"decades",68
"ensured",68
"suffice",68
"hangover",68
"alongside",68
"courtyard",68
"displayed",68
"organized",68
"simplicity",68
"whatsoever",68
"deliciously",68
"essentially",68
"comparatively",68
"mouth-watering",68
"yo",67
"nyc",67
"on!",67
"(like",67
"dates",67
"diced",67
"drool",67
"messy",67
"paisa",67
"queues",67
"tasty!",67
"tikkas",67
"arrange",67
"cleaned",67
"cookies",67
"patties",67
"selling",67
"clueless",67
"espresso",67
"guessing",67
"celebrated",67
"milkshakes",67
"stroganoff",67
"me)",66
"16th",66
"dare",66
"epic",66
"grub",66
"pulav",66
"rabdi",66
"spots",66
"subzi",66
"action",66
"europe",66
"fourth",66
"good!!",66
"guided",66
"place:",66
"avocado",66
"closest",66
"holiday",66
"largest",66
"strikes",66
"battered",66
"consists",66
"hangouts",66
"industry",66
"placethe",66
"tastiest",66
"terribly",66
"leisurely",66
"cannelloni",66
"compromise",66
"valentine's",66
"contemporary",66
"13",65
"frm",65
"it?",65
"nh8",65
"spl",65
"yea",65
"1500",65
"puts",65
"sing",65
"zing",65
"food)",65
"paint",65
"steel",65
"steps",65
"tinge",65
"women",65
"glance",65
"liquid",65
"winter",65
"colored",65
"colours",65
"coolers",65
"gilly's",65
"musical",65
"plating",65
"seconds",65
"though)",65
"remained",65
"security",65
"jalapenos",65
"phenomenal",65
"complemented",65
"be!",64
"bcoz",64
"hara",64
"maps",64
"upma",64
"(very",64
"dined",64
"equal",64
"nandi",64
"stole",64
"bucket",64
"dosa's",64
"inform",64
"place?",64
"restro",64
"spaces",64
"table!",64
"tested",64
"washed",64
"endless",64
"hostess",64
"sauteed",64
"brunches",64
"heritage",64
"mornings",64
"playlist",64
"samplers",64
"garnished",64
"promising",64
"waterfall",64
"exhaustive",64
"performances",64
"surroundings",64
"cum",63
"hop",63
"jal",63
"pic",63
"(yes",63
"fame",63
"flag",63
"raan",63
"(that",63
"loose",63
"metro",63
"hectic",63
"insane",63
"molten",63
"money-",63
"phirni",63
"sarson",63
"seared",63
"better!",63
"lobster",63
"panneer",63
"payment",63
"persons",63
"screens",63
"showing",63
"classics",63
"stomachs",63
"yauatcha",63
"cranberry",63
"comforting",63
"indulgence",63
"ridiculous",63
"decorations",63
"soy",62
"cone",62
"jail",62
"sexy",62
"bonus",62
"dying",62
"mirch",62
"roads",62
"vouch",62
"yards",62
"cancel",62
"excess",62
"flakes",62
"greens",62
"mixing",62
"phulka",62
"skills",62
"zeroed",62
"artists",62
"chaotic",62
"foodthe",62
"manages",62
"student",62
"uncooked",62
"varietea",62
"desserts:",62
"gentleman",62
"patiently",62
"reminding",62
"saturdays",62
"appearance",62
"exorbitant",62
"ice-creams",62
"experience:",62
"fortunately",62
"ratatouille",62
"restaurant!",62
"hr",61
"awe",61
"pao",61
"feed",61
"fork",61
"one)",61
"runs",61
"tips",61
"older",61
"sagar",61
"sharp",61
"assure",61
"biased",61
"cheque",61
"chunky",61
"dollop",61
"frappe",61
"frills",61
"master",61
"amounts",61
"aspects",61
"corners",61
"fridays",61
"malabar",61
"painted",61
"sampled",61
"truffle",61
"venture",61
"burritos",61
"facility",61
"speakers",61
"complains",61
"negatives",61
"telephone",61
"(including",61
"customized",61
"margaritas",61
"appreciable",61
"caramelised",61
"compliments",61
"enthusiastic",61
"7pm",60
"mex",60
"2000",60
"chew",60
"dogs",60
"sell",60
"wake",60
"chaos",60
"couch",60
"gorge",60
"luchi",60
"meal!",60
"minor",60
"missi",60
"thier",60
"citrus",60
"cookie",60
"police",60
"sunset",60
"can’t",60
"claimed",60
"gordhan",60
"mineral",60
"napkins",60
"recipes",60
"savoury",60
"accepted",60
"floating",60
"parmesan",60
"continues",60
"explosion",60
"gathering",60
"humongous",60
"functional",60
"pannacotta",60
"understood",60
"unpleasant",60
"8pm",59
"nan",59
"(one",59
"100%",59
"copy",59
"ears",59
"gate",59
"gola",59
"news",59
"outs",59
"tip:",59
"(just",59
"(veg)",59
"day's",59
"go-to",59
"guys!",59
"haven",59
"heads",59
"try!!",59
"vibes",59
"cowboy",59
"denied",59
"luxury",59
"timing",59
"bouncer",59
"figured",59
"growing",59
"sattvam",59
"evening!",59
"randomly",59
"sarjapur",59
"takeaway",59
"waiter's",59
"mongolian",59
"breakfast!",59
"highlights",59
"appropriately",59
"hai",58
"wet",58
"1200",58
"40/5",58
"fizz",58
"had!",58
"lies",58
"maki",58
"moon",58
"pour",58
"rule",58
"(4/5)",58
"75/10",58
"aptly",58
"famed",58
"grown",58
"mates",58
"pints",58
"rogan",58
"shack",58
"so-so",58
"track",58
"youth",58
"barton",58
"caters",58
"downer",58
"karela",58
"place)",58
"salami",58
"square",58
"timers",58
"arrival",58
"belgium",58
"chances",58
"cleared",58
"eagerly",58
"invited",58
"karaoke",58
"pakoras",58
"saffron",58
"spreads",58
"language",58
"polished",58
"terraces",58
"tostadas",58
"meghana's",58
"overhyped",58
"palatable",58
"windmills",58
"a-la-carte",58
"difficulty",58
"excellent!",58
"guaranteed",58
"unexpected",58
"main-course",58
"conditioning",58
"lunch/dinner",58
"disappointed!",58
"understandable",58
"ml",57
"bon",57
"flan",57
"held",57
"hurt",57
"ruin",57
"(both",57
"child",57
"crumb",57
"drove",57
"favor",57
"ilish",57
"shape",57
"them!",57
"crème",57
"palace",57
"parked",57
"scream",57
"sucked",57
"visual",57
"advised",57
"lovers!",57
"poached",57
"pumpkin",57
"receive",57
"samosas",57
"wasting",57
"lababdar",57
"place!!!",57
"rajdhani",57
"shooters",57
"variants",57
"wondered",57
"you’re",57
"awesome!!",57
"effective",57
"creativity",57
"hefeweizen",57
"innovation",57
"overloaded",57
"suggesting",57
"concentrate",57
"differently",57
"apprehensive",57
"entertaining",57
"neighborhood",57
"sandwichworkz",57
"edm",56
"plz",56
"dash",56
"fest",56
"folk",56
"lord",56
"tooo",56
"wifi",56
"alike",56
"swift",56
"entree",56
"purple",56
"raheja",56
"confirm",56
"entrees",56
"lighter",56
"product",56
"purpose",56
"satiate",56
"shivaji",56
"stretch",56
"tenders",56
"approach",56
"enormous",56
"managing",56
"mosquito",56
"munching",56
"requires",56
"(although",56
"comprised",56
"rajasthan",56
"remaining",56
"bangalore)",56
"chocolates",56
"responsive",56
"compensated",56
"magnificent",56
"maintaining",56
"restaurant's",56
"accommodating",56
"(at",55
"def",55
"doi",55
"us!",55
"goin",55
"gulp",55
"jump",55
"aglio",55
"stake",55
"lahori",55
"music!",55
"poorly",55
"rushed",55
"smiles",55
"there)",55
"again!!",55
"caution",55
"coating",55
"coolest",55
"element",55
"fashion",55
"hogging",55
"leading",55
"lightly",55
"obliged",55
"staring",55
"bouncers",55
"calcutta",55
"chipotle",55
"cleaning",55
"delights",55
"extended",55
"martinis",55
"must-try",55
"steaming",55
"striking",55
"barbecued",55
"exploring",55
"lingering",55
"resembles",55
"staircase",55
"structure",55
"ambience!!",55
"generously",55
"previously",55
"irresistible",55
"<3",54
"bfl",54
"bus",54
"wins",54
"cost:",54
"dense",54
"jassi",54
"kesar",54
"latte",54
"menu)",54
"rooms",54
"swear",54
"well)",54
"arcade",54
"behave",54
"easier",54
"father",54
"kindly",54
"korean",54
"pissed",54
"vacant",54
"vegans",54
"fondant",54
"hundred",54
"kannada",54
"mangsho",54
"oregano",54
"quarter",54
"require",54
"roaming",54
"success",54
"insanely",54
"vindaloo",54
"icecreams",54
"justifies",54
"karnataka",54
"newspaper",54
"pepperoni",54
"positives",54
"preparing",54
"surprises",54
"tradition",54
"construction",54
"unbelievably",54
"hut",53
"tgh",53
"bank",53
"cuts",53
"pots",53
"push",53
"say!",53
"urge",53
"wala",53
"appam",53
"arbor",53
"midst",53
"multi",53
"that)",53
"city's",53
"mughal",53
"savory",53
"slower",53
"smells",53
"spoken",53
"tangdi",53
"adorned",53
"course)",53
"creates",53
"evident",53
"gujrati",53
"holding",53
"kidding",53
"outings",53
"sliders",53
"sundaes",53
"warning",53
"(chicken",53
"bursting",53
"catering",53
"covering",53
"involved",53
"smallest",53
"stumbled",53
"trending",53
"ambiance!",53
"continued",53
"kormangla",53
"malaysian",53
"projector",53
"reminders",53
"comparable",53
"margherita",53
"cauliflower",53
"disappeared",53
"80",52
"pbn",52
"siu",52
"us)",52
"(you",52
"2500",52
"bike",52
"blah",52
"join",52
"olio",52
"pune",52
"!!!!!",52
"devil",52
"din't",52
"here)",52
"patio",52
"proud",52
"tarts",52
"time)",52
"castle",52
"churma",52
"claims",52
"hearts",52
"mutter",52
"narrow",52
"occupy",52
"paturi",52
"shabby",52
"skewer",52
"social",52
"stuffy",52
"toasts",52
"trophy",52
"cutting",52
"foreign",52
"nuggets",52
"smelled",52
"tonight",52
"vinegar",52
"artistic",52
"contrary",52
"delight!",52
"drinkers",52
"lollipop",52
"priority",52
"roof-top",52
"brahmin's",52
"contained",52
"irritated",52
"locations",52
"apologized",52
"concoction",52
"explaining",52
"fettuccine",52
"competitive",52
"fascinating",52
"overwhelmed",52
"14",51
"24",51
"- ",51
"10pm",51
"bird",51
"daab",51
"hmmm",51
"hunt",51
"now!",51
" it",51
"chunk",51
"crabs",51
"knife",51
"laksa",51
"lying",51
"minds",51
"nice!",51
"plush",51
"puree",51
"stall",51
"steam",51
"afghan",51
"broken",51
"buddha",51
"ethnic",51
"gentle",51
"placei",51
"policy",51
"potent",51
"spirit",51
"towers",51
"well ",51
"calorie",51
"carrots",51
"matched",51
"people!",51
"respond",51
"ushered",51
"bungalow",51
"coloured",51
"deserved",51
"explains",51
"fillings",51
"refilled",51
"stronger",51
"biryani's",51
"convinced",51
"halloween",51
"macaroons",51
"peshawari",51
"recollect",51
"reviewers",51
"requesting",51
"supposedly",51
"travelling",51
"photographs",51
"strawberries",51
"understanding",51
"quintessential",51
"gap",50
"(who",50
"bati",50
"caps",50
"choc",50
"fits",50
"goat",50
"pals",50
"span",50
"broke",50
"build",50
"city!",50
"cocoa",50
"cooks",50
"irani",50
"kalmi",50
"lined",50
"press",50
"adults",50
"brands",50
"cashew",50
"chef's",50
"delice",50
"league",50
"oozing",50
"wife's",50
"extreme",50
"million",50
"tex-mex",50
"today's",50
"vehicle",50
"carrying",50
"cheers!!",50
"choclate",50
"famished",50
"flooring",50
"marinade",50
"marriage",50
"overload",50
"restroom",50
"training",50
"visually",50
"customize",50
"downright",50
"frittatas",50
"organised",50
"singapore",50
"starbucks",50
"aftertaste",50
"commercial",50
"complement",50
"couldn’t",50
"increasing",50
"forgettable",50
"celebrations",50
"conventional",50
"km",49
"450",49
":))",49
"jan",49
"jar",49
"law",49
"wee",49
"8:30",49
"asap",49
"bolt",49
"kadhi",49
"khana",49
"mince",49
"radio",49
"rough",49
"shelf",49
"assume",49
"earned",49
"joined",49
"jumped",49
"place'",49
"rubbed",49
"staff!",49
"staff:",49
"ulsoor",49
"upbeat",49
"annoyed",49
"antique",49
"nominal",49
"peppery",49
"related",49
"routine",49
"superb!",49
"tissues",49
"worried",49
"activity",49
"contrast",49
"directed",49
"horchata",49
"official",49
"shouting",49
"smelling",49
"welcomes",49
"companion",49
"panacotta",49
"screaming",49
"delicately",49
"performing",49
"restaurent",49
"samarkhand",49
"valentines",49
"bangalore!!",49
"conditioned",49
"cooperative",49
"extravagant",49
"frequenting",49
"reminiscent",49
"marshmallows",49
"gastronomical",49
"ha",48
":-(",48
"bud",48
"fig",48
"fly",48
"oh!",48
"(all",48
"brie",48
"malt",48
"puff",48
"ring",48
"(even",48
"(only",48
"clock",48
"mobar",48
"sober",48
"voice",48
"cigars",48
"circle",48
"danced",48
"decade",48
"earthy",48
"flying",48
"formal",48
"mellow",48
"mirchi",48
"oyster",48
"price!",48
"right?",48
"senior",48
"solely",48
"strict",48
"timely",48
"whilst",48
"express",48
"library",48
"printed",48
"reality",48
"replied",48
"someday",48
"whopper",48
"benedict",48
"blissful",48
"buttered",48
"eclectic",48
"escorted",48
"majority",48
"partying",48
"richness",48
"standout",48
"comparing",48
"introduce",48
"kharabath",48
"discussion",48
"marvellous",48
"occasional",48
"smokehouse",48
"chandeliers",48
"unavailable",48
"mind-blowing",48
"neighbourhood",48
"vb",47
"(veg",47
"2015",47
"7:30",47
"farm",47
"nite",47
"pies",47
"subz",47
"try)",47
"(read",47
"bhara",47
"folds",47
"greet",47
"it!!!",47
"liver",47
"quote",47
"tight",47
" but",47
"(don't",47
"favour",47
"killed",47
